Principais características do produtor singular - Mulher (Oeste),,,,,,,,,,,,,,,,,
,Secundário não agrícola,,   289 ,   70 ,   3 ,   14 ,- ,   3 ,   8 ,   4 ,   6 ,   11 ,   4 ,   1 ,   1 ,   1 ,   14 
,Politécnico / Superior agrícola,,   46 ,   13 ,   2 ,   2 ,- ,   1 ,   1 ,   1 ,- ,   2 ,- ,   1 ,- ,   1 ,   2 
,Politécnico / Superior não agrícola,,   257 ,   48 ,   3 ,   13 ,   2 ,   5 ,   4 ,   3 ,   1 ,   5 ,- ,- ,- ,- ,   12 
Formação profissional agrícola,,,,,,,,,,,,,,,,,
,Exclusivamente prática,,  7 715 ,  1 724 ,   193 ,   228 ,   91 ,   57 ,   91 ,   130 ,   117 ,   286 ,   21 ,   36 ,   27 ,   88 ,   359 
,Curta duração,,   145 ,   42 ,   12 ,   4 ,   1 ,   3 ,   9 ,   3 ,   4 ,   3 ,- ,   1 ,- ,- ,   2 
,Longa duração,,   400 ,   171 ,   13 ,   6 ,- ,   10 ,   8 ,   24 ,   23 ,   17 ,   4 ,   11 ,   5 ,- ,   50 
,Longa e curta duração,,   256 ,   67 ,   7 ,   5 ,- ,   3 ,   15 ,   5 ,   6 ,   3 ,   1 ,   5 ,   8 ,- ,   9 
,Completa,,   70 ,   18 ,   2 ,   3 ,   1 ,   2 ,   1 ,   1 ,- ,   2 ,   1 ,   1 ,- ,   1 ,   3 
Tempo de actividade agrícola ,,,,,,,,,,,,,,,,,
,Tempo parcial,,  7 752 ,  1 738 ,   192 ,   244 ,   91 ,   63 ,   115 ,   127 ,   135 ,   243 ,   18 ,   42 ,   23 ,   73 ,   372 
,,> 0 - < 25%,  3 743 ,   813 ,   40 ,   165 ,   37 ,   24 ,   68 ,   38 ,   39 ,   122 ,   5 ,   7 ,   6 ,   48 ,   214 
,,25 - < 50%,  1 789 ,   404 ,   69 ,   37 ,   27 ,   20 ,   24 ,   37 ,   35 ,   64 ,   2 ,   16 ,   3 ,   11 ,   59 
,,50 - < 75%,  1 073 ,   249 ,   44 ,   19 ,   13 ,   10 ,   12 ,   25 ,   27 ,   30 ,   3 ,   10 ,   3 ,   8 ,   45 
,,75 - < 100%,  1 147 ,   272 ,   39 ,   23 ,   14 ,   9 ,   11 ,   27 ,   34 ,   27 ,   8 ,   9 ,   11 ,   6 ,   54 
,Tempo completo,,   834 ,   284 ,   35 ,   2 ,   2 ,   12 ,   9 ,   36 ,   15 ,   68 ,   9 ,   12 ,   17 ,   16 ,   51 
Actividades remuneradas exterior à exploração,,,,,,,,,,,,,,,,,
,Principal,,  1 983 ,   437 ,   46 ,   60 ,   22 ,   18 ,   26 ,   23 ,   22 ,   65 ,   2 ,   9 ,   3 ,   29 ,   112 
,,Sector primário,   334 ,   70 ,   9 ,   10 ,   5 ,   4 ,   2 ,   2 ,   6 ,   9 ,- ,- ,   1 ,   6 ,   16 
,,Sector secundário,   318 ,   62 ,   11 ,   11 ,   3 ,- ,   2 ,   6 ,   4 ,   6 ,- ,   2 ,   1 ,   5 ,   11 
,,Sector terciário,  1 331 ,   305 ,   26 ,   39 ,   14 ,   14 ,   22 ,   15 ,   12 ,   50 ,   2 ,   7 ,   1 ,   18 ,   85 
,Secúndária,,   133 ,   50 ,   9 ,   8 ,- ,   3 ,   2 ,   7 ,   8 ,   3 ,- ,   3 ,- ,- ,   7 
,,Sector primário,   67 ,   23 ,   3 ,   6 ,- ,   2 ,- ,   4 ,   5 ,- ,- ,   1 ,- ,- ,   2 
,,Sector secundário,   20 ,   6 ,   1 ,   1 ,- ,- ,- ,   1 ,   1 ,   1 ,- ,- ,- ,- ,   1 
,,Sector terciário,   46 ,   21 ,   5 ,   1 ,- ,   1 ,   2 ,   2 ,   2 ,   2 ,- ,   2 ,- ,- ,   4 
Situação na profissão exterior à exploração,,,,,,,,,,,,,,,,,
,Patrão/empregador,,   199 ,   38 ,   4 ,   4 ,   1 ,- ,   4 ,   2 ,   4 ,   7 ,   1 ,- ,   1 ,   3 ,   7 
,Trabalhador por conta própria,,   465 ,   118 ,   18 ,   14 ,   10 ,   3 ,   6 ,   6 ,   6 ,   24 ,- ,   1 ,- ,   6 ,   24 
,Trabalhador por conta de outrem,,  1 395 ,   320 ,   33 ,   48 ,   11 ,   18 ,   18 ,   21 ,   20 ,   36 ,   1 ,   11 ,   2 ,   19 ,   82 
,Trabalhador familiar remunerado,,   9 ,   5 ,- ,   2 ,- ,- ,- ,- ,- ,- ,- ,- ,- ,   1 ,   2 
,Outra situação,,   48 ,   6 ,- ,- ,- ,- ,- ,   1 ,- ,   1 ,- ,- ,- ,- ,   4 
Produtor singular dirigente,,,  8 117 ,  1 763 ,   204 ,   193 ,   90 ,   66 ,   113 ,   133 ,   133 ,   302 ,   21 ,   44 ,   34 ,   84 ,   346 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo."
