Principais características da população familiar - Homem (Oeste),,,,,,,,,,,,,,,,,
,Politécnico / Superior agrícola,,   629 ,   195 ,   31 ,   19 ,   9 ,   13 ,   15 ,   20 ,   9 ,   14 ,   4 ,   9 ,   4 ,   9 ,   39 
,Politécnico / Superior não agrícola,,  2 219 ,   618 ,   73 ,   109 ,   23 ,   39 ,   53 ,   32 ,   27 ,   84 ,   10 ,   14 ,   7 ,   25 ,   122 
Formação profissional agrícola,,,,,,,,,,,,,,,,,
,Exclusivamente prática,,  72 074 ,  29 452 ,  3 927 ,  3 935 ,  1 002 ,  1 287 ,  1 958 ,  2 902 ,  2 497 ,  3 221 ,   374 ,  1 286 ,  1 038 ,   848 ,  5 177 
,Curta duração,,  1 881 ,  1 129 ,   196 ,   131 ,   11 ,   144 ,   226 ,   183 ,   35 ,   47 ,   6 ,   41 ,   16 ,   4 ,   89 
,Longa duração,,  1 640 ,   950 ,   88 ,   36 ,   8 ,   87 ,   50 ,   136 ,   107 ,   60 ,   20 ,   71 ,   40 ,   14 ,   233 
,Longa e curta duração,,   975 ,   513 ,   55 ,   18 ,   3 ,   67 ,   55 ,   44 ,   69 ,   39 ,   8 ,   52 ,   36 ,   8 ,   59 
,Completa,,  1 145 ,   392 ,   62 ,   50 ,   12 ,   25 ,   29 ,   41 ,   31 ,   39 ,   10 ,   13 ,   9 ,   11 ,   60 
Tempo de actividade agrícola ,,,,,,,,,,,,,,,,,
,Sem actividade,,  11 167 ,  4 765 ,   571 ,   406 ,   66 ,   156 ,   320 ,   567 ,   431 ,   685 ,   82 ,   211 ,   153 ,   178 ,   939 
,Tempo parcial,,  67 140 ,  27 072 ,  3 763 ,  4 098 ,   982 ,  1 295 ,  2 151 ,  2 594 ,  2 157 ,  2 562 ,   255 ,  1 116 ,   769 ,   671 ,  4 659 
,> 0 - < 25%,,  34 461 ,  13 846 ,  1 710 ,  2 719 ,   431 ,   623 ,  1 139 ,  1 191 ,  1 157 ,  1 204 ,   153 ,   415 ,   271 ,   407 ,  2 426 
,25 - < 50%,,  16 105 ,  6 602 ,  1 184 ,   685 ,   249 ,   319 ,   566 ,   659 ,   400 ,   681 ,   61 ,   344 ,   249 ,   142 ,  1 063 
,50 - < 75%,,  7 459 ,  3 171 ,   473 ,   276 ,   118 ,   166 ,   242 ,   369 ,   227 ,   321 ,   23 ,   150 ,   102 ,   72 ,   632 
,75 - < 100%,,  9 115 ,  3 453 ,   396 ,   418 ,   184 ,   187 ,   204 ,   375 ,   373 ,   356 ,   18 ,   207 ,   147 ,   50 ,   538 
,Tempo completo,,  9 858 ,  5 476 ,   639 ,   127 ,   64 ,   335 ,   158 ,   704 ,   626 ,   781 ,   173 ,   331 ,   392 ,   181 ,   965 
Actividades remuneradas exterior à exploração,,,,,,,,,,,,,,,,,
,Principal,,  36 915 ,  16 129 ,  2 155 ,  2 598 ,   562 ,   638 ,  1 176 ,  1 568 ,  1 145 ,  1 716 ,   163 ,   536 ,   392 ,   478 ,  3 002 
,,Sector primário,  4 532 ,  2 203 ,   213 ,   281 ,   64 ,   148 ,   198 ,   187 ,   258 ,   165 ,   22 ,   108 ,   73 ,   68 ,   418 
,,Sector secundário,  16 787 ,  7 211 ,  1 172 ,  1 206 ,   224 ,   216 ,   435 ,   778 ,   528 ,   677 ,   72 ,   179 ,   181 ,   187 ,  1 356 
,,Sector terciário,  15 596 ,  6 715 ,   770 ,  1 111 ,   274 ,   274 ,   543 ,   603 ,   359 ,   874 ,   69 ,   249 ,   138 ,   223 ,  1 228 
,Secundária,,  1 473 ,   947 ,   145 ,   88 ,   1 ,   112 ,   101 ,   108 ,   84 ,   19 ,   4 ,   100 ,   51 ,- ,   134 
,,Sector primário,   804 ,   555 ,   73 ,   59 ,   1 ,   74 ,   72 ,   61 ,   63 ,   6 ,   1 ,   72 ,   15 ,- ,   58 
,,Sector secundário,   258 ,   134 ,   26 ,   11 ,- ,   13 ,   14 ,   20 ,   10 ,   2 ,   1 ,   10 ,   7 ,- ,   20 
,,Sector terciário,   411 ,   258 ,   46 ,   18 ,- ,   25 ,   15 ,   27 ,   11 ,   11 ,   2 ,   18 ,   29 ,- ,   56 
Situação na profissão exterior à exploração,,,,,,,,,,,,,,,,,
,Patrão/empregador,,  4 235 ,  1 648 ,   245 ,   230 ,   73 ,   52 ,   101 ,   128 ,   105 ,   215 ,   17 ,   37 ,   32 ,   61 ,   352 
,Trabalhador por conta própria,,  6 316 ,  2 839 ,   338 ,   323 ,   107 ,   133 ,   196 ,   290 ,   203 ,   366 ,   17 ,   136 ,   79 ,   93 ,   558 
,Trabalhador por conta de outrem,,  27 232 ,  12 308 ,  1 696 ,  2 077 ,   372 ,   552 ,   974 ,  1 234 ,   906 ,  1 114 ,   128 ,   455 ,   322 ,   311 ,  2 167 
,Trabalhador familiar remunerado,,   303 ,   196 ,   14 ,   50 ,   6 ,   8 ,   5 ,   22 ,   7 ,   28 ,   4 ,   5 ,   6 ,   5 ,   36 
,Outra situação,,   302 ,   85 ,   7 ,   6 ,   5 ,   5 ,   1 ,   2 ,   8 ,   12 ,   1 ,   3 ,   4 ,   8 ,   23 
Dirigente na população familiar,,,  51 563 ,  21 001 ,  2 876 ,  2 434 ,   691 ,  1 038 ,  1 536 ,  2 097 ,  1 820 ,  2 283 ,   284 ,   959 ,   754 ,   593 ,  3 636 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
