"Explorações que recorreram a subsídios segundo a SAU, a dimensão económica e a OTE (Península de Setúbal)",,,,,,,,,,,,,
,,SAU (ha),  49 589 ,  6 094 ,   160 ,... ,... ,   254 ,  1 998 ,  2 323 ,   128 ,325,799
,50 a < 100,expl. (nº),   530 ,   70 ,   3 ,- ,- ,   4 ,   17 ,   30 ,   2 ,5,9
,,SAU (ha),  36 666 ,  4 851 ,   203 ,- ,- ,   264 ,  1 177 ,  2 075 ,... ,308,666
,>= 100,expl. (nº),   497 ,   77 ,   5 ,- ,- ,   3 ,   24 ,   31 ,   2 ,3,9
,,SAU (ha),  190 687 ,  28 394 ,  2 531 ,- ,- ,   546 ,  9 333 ,  11 079 ,... ,967,3430
Classes de dimensão económica (UDE),,expl. (nº),  60 960 ,  5 797 ,   277 ,   174 ,   103 ,   355 ,  1 174 ,  2 684 ,   104 ,376,550
,,SAU (ha),  445 830 ,  55 667 ,  3 592 ,   538 ,   228 ,  1 916 ,  16 501 ,  23 139 ,   998 ,2568,6187
,> 0 a < 2,expl. (nº),  21 193 ,  1 674 ,   27 ,   44 ,   50 ,   100 ,   334 ,   787 ,   44 ,126,162
,,SAU (ha),  24 749 ,  2 443 ,   115 ,   67 ,   44 ,   110 ,   567 ,   993 ,   62 ,261,224
,2 a < 4,expl. (nº),  13 201 ,  1 140 ,   54 ,   26 ,   22 ,   77 ,   204 ,   541 ,   25 ,64,127
,,SAU (ha),  27 908 ,  1 954 ,   50 ,   56 ,   23 ,   150 ,   458 ,   839 ,   45 ,136,197
,4 a < 8,expl. (nº),  10 395 ,  1 079 ,   75 ,   24 ,   15 ,   85 ,   162 ,   505 ,   19 ,84,110
,,SAU (ha),  36 676 ,  3 746 ,   128 ,   42 ,   31 ,   201 ,   514 ,  1 392 ,   574 ,348,516
,8 a < 16,expl. (nº),  6 971 ,   815 ,   43 ,   33 ,   7 ,   42 ,   146 ,   382 ,   10 ,68,84
,,SAU (ha),  43 185 ,  6 449 ,   270 ,   88 ,   59 ,   197 ,  1 789 ,  2 125 ,   209 ,870,842
,16 a < 40,expl. (nº),  5 521 ,   631 ,   48 ,   39 ,   8 ,   21 ,   152 ,   286 ,   5 ,30,42
,,SAU (ha),  65 684 ,  8 721 ,   328 ,   184 ,   67 ,   190 ,  2 856 ,  3 412 ,   108 ,449,1127
,40 a < 100,expl. (nº),  2 412 ,   279 ,   15 ,   7 ,   1 ,   13 ,   114 ,   111 ,- ,2,16
,,SAU (ha),  77 878 ,  10 009 ,   103 ,   85 ,... ,   339 ,  5 638 ,  2 007 ,- ,... ,1737
,> = 100,expl. (nº),  1 267 ,   179 ,   15 ,   1 ,- ,   17 ,   62 ,   72 ,   1 ,2,9
,,SAU (ha),  169 739 ,  22 337 ,  2 598 ,... ,- ,   730 ,  4 674 ,  12 370 ,... ,... ,1542
OTE,,expl. (nº),  61 615 ,  5 936 ,   293 ,   174 ,   107 ,   360 ,  1 208 ,  2 755 ,   104 ,383,552
,,SAU (ha),  447 863 ,  56 106 ,  3 675 ,   538 ,   241 ,  1 932 ,  16 605 ,  23 303 ,   998 ,2604,6210
Cereais plantas olea./proteaginosas,,expl. (nº),  1 461 ,   67 ,   2 ,   2 ,- ,   7 ,   23 ,   26 ,- ,5,2
,,SAU (ha),  40 033 ,  2 746 ,... ,... ,- ,   127 ,   962 ,  1 521 ,- ,15,... 
Culturas agrícolas diversas,,expl. (nº),  5 146 ,   489 ,   52 ,   18 ,   3 ,   20 ,   201 ,   164 ,   3 ,15,13
,,SAU (ha),  66 071 ,  6 531 ,   261 ,   56 ,   15 ,   286 ,  1 910 ,  3 677 ,   3 ,173,150
Horticultura,,expl. (nº),  4 735 ,  1 172 ,   132 ,   80 ,   25 ,   134 ,   195 ,   417 ,   12 ,98,79
,,SAU (ha),  15 404 ,  4 723 ,   997 ,   230 ,   64 ,   307 ,  1 134 ,  1 530 ,   15 ,275,171
Viticultura,,expl. (nº),  10 941 ,  1 095 ,   1 ,   1 ,- ,   3 ,   131 ,   880 ,   1 ,18,60
,,SAU (ha),  37 690 ,  7 978 ,... ,... ,- ,   5 ,   709 ,  6 757 ,... ,32,452
Fruticultura,,expl. (nº),  6 804 ,   648 ,   8 ,   9 ,   15 ,   46 ,   125 ,   224 ,   23 ,44,154
,,SAU (ha),  28 261 ,  1 289 ,   13 ,   12 ,   12 ,   70 ,   274 ,   481 ,   29 ,112,286
Olivicultura,,expl. (nº),  6 219 ,   32 ,- ,   3 ,- ,- ,   12 ,   9 ,- ,- ,8
,,SAU (ha),  19 816 ,   232 ,- ,   8 ,- ,- ,   132 ,   55 ,- ,- ,37
Culturas permanentes diversas,,expl. (nº),  7 853 ,   343 ,   2 ,- ,- ,   6 ,   99 ,   171 ,   3 ,19,43
,,SAU (ha),  28 463 ,  1 838 ,... ,- ,- ,   12 ,   794 ,   659 ,   2 ,38,327
Bovinos de leite,,expl. (nº),   402 ,   61 ,- ,   2 ,   4 ,   14 ,   7 ,   13 ,   5 ,7,9
,,SAU (ha),  9 180 ,   668 ,- ,... ,   15 ,   302 ,   127 ,   112 ,   28 ,43,33
Bovinos para gado/carne,,expl. (nº),   697 ,   86 ,   5 ,   3 ,   3 ,   13 ,   12 ,   35 ,   6 ,3,6
,,SAU (ha),  27 031 ,  2 106 ,   38 ,   9 ,   27 ,   150 ,  1 183 ,   512 ,   160 ,15,12
Bovinos para leite/gado/carne,,expl. (nº),   46 ,   5 ,- ,- ,- ,   1 ,   1 ,- ,   1 ,1,1
,,SAU (ha),   552 ,   109 ,- ,- ,- ,... ,... ,- ,... ,... ,... 
Ovinos/caprinos/out. herbívoros,,expl. (nº),  2 292 ,   409 ,   11 ,   23 ,   17 ,   24 ,   65 ,   126 ,   22 ,59,62
,,SAU (ha),  41 280 ,  10 523 ,   107 ,   55 ,   33 ,   173 ,  3 817 ,  1 271 ,   687 ,1077,3303
Granívoros,,expl. (nº),  1 993 ,   262 ,   21 ,   5 ,   2 ,   13 ,   80 ,   122 ,   3 ,11,5
,,SAU (ha),  11 273 ,  1 736 ,   134 ,o ,... ,   44 ,   718 ,   778 ,o ,18,44
Policultura,,expl. (nº),  8 707 ,   758 ,   31 ,   13 ,   24 ,   47 ,   148 ,   350 ,   15 ,66,64
,,SAU (ha),  63 389 ,  5 986 ,   227 ,   51 ,   43 ,   93 ,  2 705 ,  2 432 ,   22 ,232,181
Polipecuária-herbívoros,,expl. (nº),   488 ,   58 ,   1 ,   3 ,- ,   7 ,   7 ,   19 ,   2 ,6,13
,,SAU (ha),  8 171 ,  1 436 ,... ,   13 ,- ,   206 ,   45 ,   810 ,... ,53,304
Polipecuária-granívoros,,expl. (nº),   579 ,   63 ,   2 ,   3 ,   1 ,   9 ,   11 ,   25 ,   2 ,6,4
,,SAU (ha),  3 584 ,  1 180 ,... ,   9 ,... ,   123 ,   507 ,   493 ,... ,8,8
Agricultura geral e herbívoros,,expl. (nº),   423 ,   30 ,   2 ,   2 ,- ,- ,   14 ,   7 ,   1 ,4,- 
,,SAU (ha),  33 026 ,  4 267 ,... ,... ,- ,- ,  1 226 ,  1 031 ,... ,222,- 
Culturas diversas e gado,,expl. (nº),  2 174 ,   219 ,   7 ,   7 ,   9 ,   11 ,   43 ,   96 ,   5 ,14,27
,,SAU (ha),  12 640 ,  2 316 ,   20 ,   19 ,   21 ,   17 ,   253 ,  1 017 ,   13 ,253,703
Não classificadas,,expl. (nº),   655 ,   139 ,   16 ,- ,   4 ,   5 ,   34 ,   71 ,- ,7,2
,,SAU (ha),  2 032 ,   439 ,   83 ,- ,   13 ,   16 ,   104 ,   164 ,- ,36,... 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,
,,
,,
,,
