Principais características do produtor singular - Homem/Mulher (Médio Tejo),,,,,,,,,,,,,
,Exclusivamente prática,,  13 019 ,  2 057 ,   797 ,   108 ,   42 ,  1 395 ,  3 487 ,   679 ,  2 435 ,  1 941 ,   78 
,Curta duração,,   112 ,   7 ,   23 ,- ,- ,   15 ,   31 ,   12 ,   13 ,   10 ,   1 
,Longa duração,,   76 ,   15 ,   8 ,   1 ,- ,   7 ,   14 ,   2 ,   10 ,   15 ,   4 
,Longa e curta duração,,   93 ,   13 ,   7 ,   1 ,- ,   9 ,   9 ,   2 ,   12 ,   39 ,   1 
,Completa,,   54 ,   11 ,   1 ,   3 ,- ,   6 ,   2 ,   4 ,   11 ,   16 ,- 
Tempo de actividade agrícola ,,,,,,,,,,,,,
,Tempo parcial,,  12 565 ,  1 926 ,   727 ,   113 ,   42 ,  1 356 ,  3 436 ,   699 ,  2 343 ,  1 842 ,   81 
,,> 0 - < 25%,  5 641 ,   729 ,   294 ,   49 ,   7 ,   678 ,  1 617 ,   239 ,   966 ,  1 031 ,   31 
,,25 - < 50%,  3 090 ,   532 ,   229 ,   38 ,   19 ,   265 ,   734 ,   177 ,   645 ,   425 ,   26 
,,50 - < 75%,  1 900 ,   299 ,   96 ,   18 ,   12 ,   183 ,   582 ,   166 ,   307 ,   223 ,   14 
,,75 - < 100%,  1 934 ,   366 ,   108 ,   8 ,   4 ,   230 ,   503 ,   117 ,   425 ,   163 ,   10 
,Tempo completo,,   789 ,   177 ,   109 ,- ,- ,   76 ,   107 ,- ,   138 ,   179 ,   3 
Actividades remuneradas exterior à exploração,,,,,,,,,,,,,
,Principal,,  4 506 ,   623 ,   304 ,   41 ,   13 ,   479 ,  1 220 ,   209 ,   868 ,   722 ,   27 
,,Sector primário,   353 ,   75 ,   6 ,- ,- ,   75 ,   72 ,   26 ,   51 ,   47 ,   1 
,,Sector secundário,  2 203 ,   220 ,   173 ,   3 ,   10 ,   218 ,   696 ,   85 ,   427 ,   360 ,   11 
,,Sector terciário,  1 950 ,   328 ,   125 ,   38 ,   3 ,   186 ,   452 ,   98 ,   390 ,   315 ,   15 
,Secúndária,,   90 ,   6 ,   16 ,   1 ,- ,   9 ,   17 ,   28 ,   8 ,   5 ,- 
,,Sector primário,   32 ,   3 ,   4 ,- ,- ,   6 ,   7 ,   7 ,   2 ,   3 ,- 
,,Sector secundário,   38 ,   2 ,   8 ,- ,- ,   1 ,   6 ,   16 ,   3 ,   2 ,- 
,,Sector terciário,   20 ,   1 ,   4 ,   1 ,- ,   2 ,   4 ,   5 ,   3 ,- ,- 
Situação na profissão exterior à exploração,,,,,,,,,,,,,
,Patrão/empregador,,   790 ,   81 ,   60 ,   3 ,   3 ,   108 ,   222 ,   41 ,   144 ,   126 ,   2 
,Trabalhador por conta própria,,  1 050 ,   134 ,   76 ,   9 ,   1 ,   81 ,   310 ,   60 ,   228 ,   142 ,   9 
,Trabalhador por conta de outrem,,  2 621 ,   366 ,   184 ,   23 ,   9 ,   296 ,   704 ,   129 ,   442 ,   452 ,   16 
,Trabalhador familiar remunerado,,   8 ,   1 ,- ,- ,- ,   2 ,- ,- ,   2 ,   3 ,- 
,Outra situação,,   127 ,   47 ,- ,   7 ,- ,   1 ,   1 ,   7 ,   60 ,   4 ,- 
Produtor singular dirigente,,,  13 238 ,  2 095 ,   834 ,   111 ,   41 ,  1 418 ,  3 520 ,   689 ,  2 453 ,  1 995 ,   82 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo."
