Origem do rendimento do agregado doméstico do produtor singular (Península de Setúbal),,,,,,,,,,,,,
,Actividade empresarial,,   712 ,   26 ,   3 ,- ,- ,   1 ,   13 ,   5 ,- ,   1 ,   3 
,,1ª opção,   633 ,   21 ,   1 ,- ,- ,   1 ,   11 ,   5 ,- ,   1 ,   2 
,,2ª opção,   72 ,   5 ,   2 ,- ,- ,- ,   2 ,- ,- ,- ,   1 
,,3ª opção,   7 ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Pensões rurais/reformas,,  6 910 ,   874 ,   42 ,   29 ,   14 ,   78 ,   105 ,   371 ,   5 ,   90 ,   140 
,,1ª opção,  5 928 ,   781 ,   39 ,   29 ,   13 ,   70 ,   89 ,   326 ,   3 ,   79 ,   133 
,,2ª opção,   901 ,   88 ,   3 ,- ,   1 ,   8 ,   15 ,   44 ,   1 ,   9 ,   7 
,,3ª opção,   81 ,   5 ,- ,- ,- ,- ,   1 ,   1 ,   1 ,   2 ,- 
,Juros e dividendos,,   193 ,   6 ,   1 ,- ,- ,- ,- ,   3 ,- ,   1 ,   1 
,,1ª opção,   74 ,   1 ,- ,- ,- ,- ,- ,   1 ,- ,- ,- 
,,2ª opção,   105 ,   4 ,   1 ,- ,- ,- ,- ,   2 ,- ,- ,   1 
,,3ª opção,   14 ,   1 ,- ,- ,- ,- ,- ,- ,- ,   1 ,- 
,Remessas de emigrantes,,   35 ,   3 ,- ,- ,- ,- ,- ,   2 ,- ,   1 ,- 
,,1ª opção,   27 ,   2 ,- ,- ,- ,- ,- ,   2 ,- ,- ,- 
,,2ª opção,   7 ,   1 ,- ,- ,- ,- ,- ,- ,- ,   1 ,- 
,,3ª opção,   1 ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Outras,,   350 ,   36 ,   3 ,   2 ,   1 ,   4 ,   1 ,   15 ,   3 ,   2 ,   5 
,,1ª opção,   228 ,   28 ,   3 ,   1 ,   1 ,   2 ,- ,   15 ,   2 ,   1 ,   3 
,,2ª opção,   108 ,   8 ,- ,   1 ,- ,   2 ,   1 ,- ,   1 ,   1 ,   2 
,,3ª opção,   14 ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
Principalmente origem exterior à actividade da exploração,,,  42 424 ,  3 520 ,   150 ,   70 ,   77 ,   210 ,   752 ,  1 732 ,   80 ,   243 ,   206 
,Salários do sector primário,,  3 885 ,   531 ,   18 ,   1 ,   1 ,   9 ,   112 ,   348 ,   3 ,   21 ,   18 
,,1ª opção,  2 604 ,   340 ,   10 ,   1 ,   1 ,   9 ,   65 ,   223 ,   2 ,   18 ,   11 
,,2ª opção,  1 122 ,   171 ,   7 ,- ,- ,- ,   44 ,   110 ,   1 ,   2 ,   7 
,,3ª opção,   159 ,   20 ,   1 ,- ,- ,- ,   3 ,   15 ,- ,   1 ,- 
,Salários do sector secúndário,,  11 304 ,   867 ,   40 ,   9 ,   14 ,   64 ,   156 ,   469 ,   12 ,   49 ,   54 
,,1ª opção,  8 473 ,   669 ,   31 ,   9 ,   10 ,   51 ,   124 ,   353 ,   8 ,   38 ,   45 
,,2ª opção,  2 560 ,   187 ,   9 ,- ,   4 ,   12 ,   31 ,   110 ,   4 ,   10 ,   7 
,,3ª opção,   271 ,   11 ,- ,- ,- ,   1 ,   1 ,   6 ,- ,   1 ,   2 
,Salários do sector terciário,,  13 681 ,  1 357 ,   72 ,   18 ,   19 ,   60 ,   252 ,   691 ,   46 ,   100 ,   99 
,,1ª opção,  8 969 ,   963 ,   48 ,   15 ,   12 ,   39 ,   172 ,   504 ,   37 ,   69 ,   67 
,,2ª opção,  4 316 ,   361 ,   23 ,   3 ,   5 ,   21 ,   73 ,   170 ,   8 ,   29 ,   29 
,,3ª opção,   396 ,   33 ,   1 ,- ,   2 ,- ,   7 ,   17 ,   1 ,   2 ,   3 
,Actividade empresarial,,  3 545 ,   120 ,   7 ,   1 ,   6 ,   4 ,   68 ,   19 ,- ,   2 ,   13 
,,1ª opção,  3 025 ,   103 ,   6 ,   1 ,   6 ,   3 ,   60 ,   16 ,- ,   1 ,   10 
,,2ª opção,   469 ,   17 ,   1 ,- ,- ,   1 ,   8 ,   3 ,- ,   1 ,   3 
,,3ª opção,   51 ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Pensões rurais/reformas,,  23 160 ,  1 782 ,   77 ,   40 ,   56 ,   132 ,   408 ,   794 ,   42 ,   143 ,   90 
,,1ª opção,  18 407 ,  1 346 ,   54 ,   36 ,   47 ,   106 ,   318 ,   580 ,   28 ,   113 ,   64 
,,2ª opção,  4 086 ,   374 ,   20 ,   4 ,   7 ,   23 ,   77 ,   183 ,   12 ,   27 ,   21 
,,3ª opção,   667 ,   62 ,   3 ,- ,   2 ,   3 ,   13 ,   31 ,   2 ,   3 ,   5 
,Juros e dividendos,,   787 ,   41 ,- ,   1 ,- ,   1 ,   3 ,   14 ,- ,   8 ,   14 
,,1ª opção,   152 ,   13 ,- ,   1 ,- ,- ,   1 ,   8 ,- ,- ,   3 
,,2ª opção,   538 ,   22 ,- ,- ,- ,   1 ,   2 ,   5 ,- ,   4 ,   10 
,,3ª opção,   97 ,   6 ,- ,- ,- ,- ,- ,   1 ,- ,   4 ,   1 
,Remessas de emigrantes,,   310 ,   18 ,- ,   3 ,- ,- ,- ,   11 ,- ,- ,   4 
,,1ª opção,   193 ,   11 ,- ,   3 ,- ,- ,- ,   5 ,- ,- ,   3 
,,2ª opção,   109 ,   7 ,- ,- ,- ,- ,- ,   6 ,- ,- ,   1 
,,3ª opção,   8 ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Outras,,  1 108 ,   121 ,   1 ,   4 ,   1 ,   5 ,   23 ,   64 ,   7 ,   6 ,   10 
,,1ª opção,   601 ,   75 ,   1 ,   4 ,   1 ,   2 ,   12 ,   43 ,   5 ,   4 ,   3 
,,2ª opção,   412 ,   37 ,- ,- ,- ,   2 ,   10 ,   17 ,   2 ,   2 ,   4 
,,3ª opção,   95 ,   9 ,- ,- ,- ,   1 ,   1 ,   4 ,- ,- ,   3 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,,
