Principais Culturas Temporárias (Total e Pinhal Interior Sul),,,,,,,,,,,,
,,Beterraba sacarina,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,13,10,9,7,4,4,- ,- ,4,4
,,Flores e plantas ornamentais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,2,... ,2,... ,- ,- ,- ,- ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,2,... ,- ,- ,2,... ,1,... ,2,... 
,Mação,,,,,,,,,,,
,,Culturas temporárias,853,974,630,582,610,390,144,76,531,314
,,Cereais para grão,410,173,281,121,189,54,3,2,188,53
,,Leguminosas secas para grão,53,5,31,4,25,2,- ,- ,25,2
,,Prados temporários,3,4,3,4,- ,- ,- ,- ,- ,- 
,,Culturas forrageiras,788,777,542,450,550,329,142,74,466,255
,,Batata,57,11,30,6,28,3,- ,- ,28,3
,,Beterraba sacarina,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,3,2,2,... ,1,... ,- ,- ,1,... 
,,Flores e plantas ornamentais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Oleiros,,,,,,,,,,,
,,Culturas temporárias,"1,135",642,872,350,791,290,517,147,443,145
,,Cereais para grão,825,202,699,167,171,35,2,... ,170,34
,,Leguminosas secas para grão,141,10,112,8,30,1,3,1,28,1
,,Prados temporários,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas forrageiras,879,380,529,136,715,243,512,146,352,100
,,Batata,242,49,187,40,61,8,2,... ,59,7
,,Beterraba sacarina,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Flores e plantas ornamentais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Proença-a-Nova,,,,,,,,,,,
,,Culturas temporárias,"1,287","1,629",919,778,"1,174",852,821,437,"1,024",415
,,Cereais para grão,801,410,567,310,438,100,20,3,425,97
,,Leguminosas secas para grão,38,3,25,2,14,1,- ,- ,14,1
,,Prados temporários,55,37,35,29,29,7,- ,- ,29,7
,,Culturas forrageiras,"1,206","1,163",754,427,"1,113",737,814,433,921,304
,,Batata,102,13,48,6,62,6,9,1,54,6
,,Beterraba sacarina,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,5,3,3,2,2,... ,- ,- ,2,... 
,,Flores e plantas ornamentais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,2,... ,2,... ,- ,- ,- ,- ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Sertã,,,,,,,,,,,
,,Culturas temporárias,"2,010","1,615","1,095",593,"1,748","1,020",413,235,"1,705",788
,,Cereais para grão,"1,566",445,785,208,"1,086",234,30,7,"1,062",227
,,Leguminosas secas para grão,139,10,36,1,105,7,1,... ,104,7
,,Prados temporários,8,8,5,4,5,3,- ,- ,5,3
,,Culturas forrageiras,"1,333","1,061",509,345,"1,223",715,395,223,"1,152",493
,,Batata,436,91,153,28,329,61,27,4,309,57
,,Beterraba sacarina,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,5,5,4,5,1,... ,- ,- ,1,... 
,,Flores e plantas ornamentais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,2,... ,- ,- ,2,... ,1,... ,2,... 
,Vila de Rei,,,,,,,,,,,
,,Culturas temporárias,358,215,320,170,167,46,3,1,167,45
,,Cereais para grão,214,69,178,55,70,14,- ,- ,70,14
,,Leguminosas secas para grão,73,2,71,2,2,... ,- ,- ,2,... 
,,Prados temporários,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas forrageiras,330,142,281,111,127,31,3,1,125,30
,,Batata,13,3,10,2,3,o ,- ,- ,3,o 
,,Beterraba sacarina,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Flores e plantas ornamentais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,
,,
,,
,,
,,
,,
