Principais características da população familiar - Mulher (Oeste),,,,,,,,,,,,,,,,,
,Politécnico / Superior agrícola,,   311 ,   85 ,   14 ,   12 ,   2 ,   2 ,   4 ,   10 ,   8 ,   7 ,   1 ,   4 ,   2 ,   5 ,   14 
,Politécnico / Superior não agrícola,,  3 226 ,   994 ,   138 ,   143 ,   31 ,   68 ,   70 ,   70 ,   65 ,   104 ,   21 ,   42 ,   27 ,   23 ,   192 
Formação profissional agrícola,,,,,,,,,,,,,,,,,
,Exclusivamente prática,,  64 164 ,  24 721 ,  3 805 ,  2 799 ,   783 ,  1 262 ,  1 437 ,  2 617 ,  2 109 ,  2 587 ,   344 ,  1 231 ,   901 ,   715 ,  4 131 
,Curta duração,,   539 ,   205 ,   50 ,   13 ,   2 ,   19 ,   31 ,   33 ,   14 ,   14 ,- ,   6 ,   9 ,   1 ,   13 
,Longa duração,,   935 ,   454 ,   34 ,   11 ,   3 ,   51 ,   24 ,   56 ,   67 ,   31 ,   10 ,   41 ,   23 ,   3 ,   100 
,Longa e curta duração,,   533 ,   180 ,   14 ,   6 ,- ,   22 ,   28 ,   9 ,   18 ,   13 ,   4 ,   18 ,   13 ,   1 ,   34 
,Completa,,   642 ,   204 ,   34 ,   24 ,   7 ,   10 ,   5 ,   21 ,   23 ,   14 ,   2 ,   6 ,   9 ,   12 ,   37 
Tempo de actividade agrícola ,,,,,,,,,,,,,,,,,
,Sem actividade,,  18 155 ,  8 427 ,   695 ,  1 113 ,   191 ,   286 ,   923 ,   845 ,   668 ,  1 103 ,   112 ,   274 ,   220 ,   308 ,  1 689 
,Tempo parcial,,  60 011 ,  23 379 ,  3 704 ,  2 849 ,   770 ,  1 257 ,  1 401 ,  2 374 ,  2 151 ,  2 086 ,   270 ,  1 079 ,   867 ,   589 ,  3 982 
,> 0 - < 25%,,  36 476 ,  14 563 ,  1 940 ,  2 387 ,   440 ,   884 ,  1 155 ,  1 165 ,  1 334 ,  1 188 ,   143 ,   530 ,   381 ,   394 ,  2 622 
,25 - < 50%,,  11 594 ,  4 352 ,   944 ,   283 ,   163 ,   182 ,   182 ,   526 ,   434 ,   447 ,   35 ,   246 ,   172 ,   89 ,   649 
,50 - < 75%,,  6 343 ,  2 468 ,   489 ,   94 ,   67 ,   104 ,   36 ,   412 ,   233 ,   244 ,   32 ,   165 ,   107 ,   76 ,   409 
,75 - < 100%,,  5 598 ,  1 996 ,   331 ,   85 ,   100 ,   87 ,   28 ,   271 ,   150 ,   207 ,   60 ,   138 ,   207 ,   30 ,   302 
,Tempo completo,,  3 785 ,  1 626 ,   255 ,   17 ,   18 ,   51 ,   23 ,   220 ,   85 ,   373 ,   95 ,   157 ,   57 ,   50 ,   225 
Actividades remuneradas exterior à exploração,,,,,,,,,,,,,,,,,
,Principal,,  19 110 ,  8 044 ,  1 151 ,  1 179 ,   246 ,   342 ,   589 ,   809 ,   578 ,   778 ,   95 ,   305 ,   201 ,   253 ,  1 518 
,,Sector primário,  2 193 ,   818 ,   63 ,   119 ,   26 ,   54 ,   49 ,   61 ,   151 ,   59 ,   7 ,   29 ,   42 ,   23 ,   135 
,,Sector secundário,  3 864 ,  1 813 ,   451 ,   291 ,   26 ,   24 ,   102 ,   293 ,   83 ,   115 ,   38 ,   55 ,   23 ,   60 ,   252 
,,Sector terciário,  13 053 ,  5 413 ,   637 ,   769 ,   194 ,   264 ,   438 ,   455 ,   344 ,   604 ,   50 ,   221 ,   136 ,   170 ,  1 131 
,Secundária,,   558 ,   242 ,   44 ,   31 ,- ,   31 ,   18 ,   26 ,   20 ,   8 ,   1 ,   32 ,   7 ,- ,   24 
,,Sector primário,   303 ,   111 ,   15 ,   24 ,- ,   17 ,   3 ,   8 ,   16 ,- ,- ,   21 ,   3 ,- ,   4 
,,Sector secundário,   44 ,   20 ,   8 ,   2 ,- ,- ,   1 ,   4 ,   1 ,   1 ,- ,- ,- ,- ,   3 
,,Sector terciário,   211 ,   111 ,   21 ,   5 ,- ,   14 ,   14 ,   14 ,   3 ,   7 ,   1 ,   11 ,   4 ,- ,   17 
Situação na profissão exterior à exploração,,,,,,,,,,,,,,,,,
,Patrão/empregador,,  1 207 ,   387 ,   68 ,   44 ,   14 ,   15 ,   22 ,   24 ,   33 ,   45 ,   7 ,   10 ,   9 ,   20 ,   76 
,Trabalhador por conta própria,,  2 753 ,  1 110 ,   146 ,   113 ,   50 ,   74 ,   84 ,   95 ,   86 ,   131 ,   11 ,   46 ,   42 ,   35 ,   197 
,Trabalhador por conta de outrem,,  15 214 ,  6 548 ,   961 ,   988 ,   174 ,   280 ,   501 ,   687 ,   474 ,   581 ,   78 ,   278 ,   151 ,   184 ,  1 211 
,Trabalhador familiar remunerado,,   262 ,   179 ,   19 ,   62 ,   2 ,   2 ,- ,   27 ,   2 ,   21 ,- ,   2 ,   3 ,   7 ,   32 
,Outra situação,,   232 ,   62 ,   1 ,   3 ,   6 ,   2 ,- ,   2 ,   3 ,   8 ,- ,   1 ,   3 ,   7 ,   26 
Dirigente na população familiar,,,  8 300 ,  1 835 ,   221 ,   199 ,   94 ,   69 ,   117 ,   148 ,   137 ,   307 ,   21 ,   48 ,   36 ,   84 ,   354 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
