Origem do rendimento do agregado doméstico do produtor singular (Lezíria do Tejo),,,,,,,,,,,,,,,
,,1ª opção,   74 ,   10 ,   2 ,   1 ,- ,- ,- ,   1 ,- ,- ,   1 ,   3 ,   2 
,,2ª opção,   105 ,   37 ,   8 ,   1 ,   3 ,- ,- ,   19 ,   1 ,   1 ,- ,   2 ,   2 
,,3ª opção,   14 ,   2 ,   1 ,- ,- ,- ,- ,   1 ,- ,- ,- ,- ,- 
,Remessas de emigrantes,,   35 ,   7 ,   4 ,- ,- ,- ,   1 ,- ,- ,- ,- ,- ,   2 
,,1ª opção,   27 ,   5 ,   4 ,- ,- ,- ,- ,- ,- ,- ,- ,- ,   1 
,,2ª opção,   7 ,   2 ,- ,- ,- ,- ,   1 ,- ,- ,- ,- ,- ,   1 
,,3ª opção,   1 ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Outras,,   350 ,   90 ,   6 ,   4 ,   12 ,   6 ,   2 ,   5 ,   22 ,   3 ,   12 ,   7 ,   11 
,,1ª opção,   228 ,   51 ,- ,   2 ,   6 ,   4 ,- ,   3 ,   13 ,   3 ,   7 ,   4 ,   9 
,,2ª opção,   108 ,   32 ,   4 ,   2 ,   5 ,   2 ,   2 ,   2 ,   8 ,- ,   3 ,   2 ,   2 
,,3ª opção,   14 ,   7 ,   2 ,- ,   1 ,- ,- ,- ,   1 ,- ,   2 ,   1 ,- 
Principalmente origem exterior à actividade da exploração,,,  42 424 ,  9 741 ,   719 ,   329 ,  1 120 ,   402 ,   789 ,   192 ,   772 ,   86 ,  1 344 ,   609 ,  3 379 
,Salários do sector primário,,  3 885 ,  1 231 ,   189 ,   112 ,   126 ,   59 ,   77 ,   34 ,   235 ,   14 ,   119 ,   113 ,   153 
,,1ª opção,  2 604 ,   876 ,   137 ,   86 ,   86 ,   31 ,   55 ,   21 ,   167 ,   5 ,   96 ,   70 ,   122 
,,2ª opção,  1 122 ,   321 ,   46 ,   23 ,   37 ,   25 ,   19 ,   10 ,   59 ,   9 ,   21 ,   43 ,   29 
,,3ª opção,   159 ,   34 ,   6 ,   3 ,   3 ,   3 ,   3 ,   3 ,   9 ,- ,   2 ,- ,   2 
,Salários do sector secúndário,,  11 304 ,  2 464 ,   215 ,   88 ,   294 ,   102 ,   213 ,   53 ,   199 ,   19 ,   383 ,   153 ,   745 
,,1ª opção,  8 473 ,  1 931 ,   166 ,   77 ,   249 ,   71 ,   175 ,   44 ,   141 ,   11 ,   301 ,   103 ,   593 
,,2ª opção,  2 560 ,   482 ,   41 ,   8 ,   44 ,   27 ,   35 ,   9 ,   52 ,   6 ,   80 ,   37 ,   143 
,,3ª opção,   271 ,   51 ,   8 ,   3 ,   1 ,   4 ,   3 ,- ,   6 ,   2 ,   2 ,   13 ,   9 
,Salários do sector terciário,,  13 681 ,  3 507 ,   192 ,   101 ,   429 ,   157 ,   297 ,   77 ,   255 ,   40 ,   499 ,   222 ,  1 238 
,,1ª opção,  8 969 ,  2 521 ,   129 ,   67 ,   318 ,   103 ,   214 ,   59 ,   154 ,   31 ,   377 ,   128 ,   941 
,,2ª opção,  4 316 ,   914 ,   57 ,   34 ,   108 ,   47 ,   81 ,   16 ,   87 ,   8 ,   112 ,   82 ,   282 
,,3ª opção,   396 ,   72 ,   6 ,- ,   3 ,   7 ,   2 ,   2 ,   14 ,   1 ,   10 ,   12 ,   15 
,Actividade empresarial,,  3 545 ,   516 ,   110 ,   5 ,   53 ,   56 ,   57 ,   3 ,   41 ,   1 ,   36 ,   53 ,   101 
,,1ª opção,  3 025 ,   425 ,   90 ,   2 ,   44 ,   49 ,   41 ,   1 ,   26 ,   1 ,   34 ,   45 ,   92 
,,2ª opção,   469 ,   83 ,   17 ,   3 ,   9 ,   7 ,   15 ,   2 ,   12 ,- ,   2 ,   7 ,   9 
,,3ª opção,   51 ,   8 ,   3 ,- ,- ,- ,   1 ,- ,   3 ,- ,- ,   1 ,- 
,Pensões rurais/reformas,,  23 160 ,  5 067 ,   334 ,   146 ,   595 ,   178 ,   416 ,   96 ,   398 ,   45 ,   627 ,   319 ,  1 913 
,,1ª opção,  18 407 ,  3 852 ,   191 ,   91 ,   407 ,   138 ,   292 ,   64 ,   274 ,   36 ,   515 ,   250 ,  1 594 
,,2ª opção,  4 086 ,  1 054 ,   117 ,   49 ,   162 ,   32 ,   104 ,   28 ,   106 ,   7 ,   103 ,   59 ,   287 
,,3ª opção,   667 ,   161 ,   26 ,   6 ,   26 ,   8 ,   20 ,   4 ,   18 ,   2 ,   9 ,   10 ,   32 
,Juros e dividendos,,   787 ,   95 ,   24 ,   12 ,   9 ,   6 ,   4 ,   9 ,   5 ,   1 ,   7 ,   8 ,   10 
,,1ª opção,   152 ,   23 ,- ,   3 ,   1 ,   3 ,   2 ,   3 ,- ,- ,   5 ,   2 ,   4 
,,2ª opção,   538 ,   67 ,   22 ,   9 ,   7 ,   2 ,   2 ,   6 ,   5 ,   1 ,   2 ,   6 ,   5 
,,3ª opção,   97 ,   5 ,   2 ,- ,   1 ,   1 ,- ,- ,- ,- ,- ,- ,   1 
,Remessas de emigrantes,,   310 ,   34 ,   7 ,   2 ,   1 ,   2 ,   3 ,- ,   1 ,- ,   3 ,   4 ,   11 
,,1ª opção,   193 ,   23 ,   5 ,   1 ,- ,   1 ,   1 ,- ,   1 ,- ,   3 ,   3 ,   8 
,,2ª opção,   109 ,   11 ,   2 ,   1 ,   1 ,   1 ,   2 ,- ,- ,- ,- ,   1 ,   3 
,,3ª opção,   8 ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Outras,,  1 108 ,   180 ,   6 ,   8 ,   19 ,   13 ,   15 ,   2 ,   37 ,   4 ,   21 ,   14 ,   41 
,,1ª opção,   601 ,   90 ,   1 ,   2 ,   15 ,   6 ,   9 ,- ,   9 ,   2 ,   13 ,   8 ,   25 
,,2ª opção,   412 ,   78 ,   4 ,   2 ,   3 ,   6 ,   5 ,   2 ,   26 ,   2 ,   7 ,   6 ,   15 
,,3ª opção,   95 ,   12 ,   1 ,   4 ,   1 ,   1 ,   1 ,- ,   2 ,- ,   1 ,- ,   1 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,,,,
