Actividade renumerada exterior à exploração da população agrícola familiar (Península de Setúbal),,,,,,,,,,,,,
,,Saúde e acção social,  1 420 ,   123 ,   4 ,   2 ,   2 ,   5 ,   32 ,   55 ,   3 ,   3 ,   17 
,,Outras,  13 191 ,  1 154 ,   63 ,   6 ,   25 ,   49 ,   298 ,   516 ,   39 ,   64 ,   94 
,Actividade exterior - secundária,,  2 031 ,   143 ,- ,- ,- ,   1 ,   12 ,   116 ,   2 ,   3 ,   9 
,,"Agric, prod. animal, caça e activ. seviços relacionados",  1 064 ,   86 ,- ,- ,- ,- ,   6 ,   75 ,- ,- ,   5 
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",   25 ,   1 ,- ,- ,- ,- ,- ,   1 ,- ,- ,- 
,,"Pesca, aquacultura e activ. seviços relacionados",   18 ,   1 ,- ,- ,- ,- ,- ,   1 ,- ,- ,- 
,,Ind. alimentares das bebidas e do tabaco,   19 ,   1 ,- ,- ,- ,- ,- ,   1 ,- ,- ,- 
,,Outras indústrias,   88 ,   3 ,- ,- ,- ,- ,   1 ,   1 ,- ,   1 ,- 
,,"Prod. e distribuição de  electricidade, gás e água",   3 ,   1 ,- ,- ,- ,- ,   1 ,- ,- ,- ,- 
,,Construção,   192 ,   12 ,- ,- ,- ,- ,   1 ,   8 ,   2 ,- ,   1 
,,Comércio por grosso e retalho,   334 ,   19 ,- ,- ,- ,   1 ,   1 ,   17 ,- ,- ,- 
,,Alojamento e restauração,   39 ,   1 ,- ,- ,- ,- ,- ,- ,- ,   1 ,- 
,,Administração pública,   15 ,   2 ,- ,- ,- ,- ,- ,   1 ,- ,   1 ,- 
,,Educação,   9 ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Saúde e acção social,   6 ,   1 ,- ,- ,- ,- ,- ,- ,- ,- ,   1 
,,Outras,   219 ,   15 ,- ,- ,- ,- ,   2 ,   11 ,- ,- ,   2 
Produtor Singular,,,  59 944 ,  5 678 ,   274 ,   170 ,   105 ,   353 ,  1 111 ,  2 666 ,   98 ,   373 ,   528 
,Actividade exterior - principal,,  21 183 ,  1 931 ,   78 ,   33 ,   21 ,   90 ,   364 ,   981 ,   42 ,   123 ,   199 
,,"Agric, prod. animal, caça e activ. seviços relacionados",  2 887 ,   335 ,   8 ,   1 ,- ,   9 ,   68 ,   228 ,   1 ,   8 ,   12 
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",   300 ,   19 ,- ,- ,- ,- ,   6 ,   8 ,- ,   2 ,   3 
,,"Pesca, aquacultura e activ. seviços relacionados",   112 ,   33 ,   5 ,- ,- ,- ,- ,   3 ,- ,   16 ,   9 
,,Ind. alimentares das bebidas e do tabaco,   472 ,   62 ,   3 ,   3 ,   1 ,   2 ,   12 ,   34 ,- ,   1 ,   6 
,,Outras indústrias,  3 926 ,   278 ,   15 ,   4 ,   4 ,   11 ,   53 ,   128 ,   4 ,   15 ,   44 
,,"Prod. e distribuição de  electricidade, gás e água",   342 ,   17 ,- ,   1 ,- ,   2 ,   1 ,   8 ,- ,- ,   5 
,,Construção,  3 628 ,   255 ,   8 ,   3 ,   6 ,   19 ,   43 ,   126 ,   5 ,   17 ,   28 
,,Comércio por grosso e retalho,  2 967 ,   307 ,   5 ,   9 ,   6 ,   19 ,   54 ,   165 ,   12 ,   15 ,   22 
,,Alojamento e restauração,   356 ,   44 ,   3 ,- ,- ,   4 ,   4 ,   18 ,   6 ,   5 ,   4 
,,Administração pública,  1 223 ,   127 ,   11 ,   9 ,   1 ,   6 ,   22 ,   59 ,   2 ,   8 ,   9 
,,Educação,   307 ,   34 ,   1 ,- ,- ,   3 ,   7 ,   14 ,   1 ,   2 ,   6 
,,Saúde e acção social,   256 ,   27 ,   1 ,- ,- ,- ,   6 ,   11 ,- ,   1 ,   8 
,,Outras,  4 407 ,   393 ,   18 ,   3 ,   3 ,   15 ,   88 ,   179 ,   11 ,   33 ,   43 
,Actividade exterior - secundária,,  1 387 ,   100 ,- ,- ,- ,   1 ,   9 ,   81 ,   2 ,   1 ,   6 
,,"Agric, prod. animal, caça e activ. seviços relacionados",   747 ,   53 ,- ,- ,- ,- ,   5 ,   46 ,- ,- ,   2 
,,"Sivicult, exploraç. florestal e activ. seviços relacionados",   19 ,   1 ,- ,- ,- ,- ,- ,   1 ,- ,- ,- 
,,"Pesca, aquacultura e activ. seviços relacionados",   15 ,   1 ,- ,- ,- ,- ,- ,   1 ,- ,- ,- 
,,Ind. alimentares das bebidas e do tabaco,   16 ,   1 ,- ,- ,- ,- ,- ,   1 ,- ,- ,- 
,,Outras indústrias,   59 ,   1 ,- ,- ,- ,- ,- ,   1 ,- ,- ,- 
,,"Prod. e distribuição de  electricidade, gás e água",   2 ,   1 ,- ,- ,- ,- ,   1 ,- ,- ,- ,- 
,,Construção,   151 ,   10 ,- ,- ,- ,- ,   1 ,   6 ,   2 ,- ,   1 
,,Comércio por grosso e retalho,   230 ,   17 ,- ,- ,- ,   1 ,   1 ,   15 ,- ,- ,- 
,,Alojamento e restauração,   21 ,   1 ,- ,- ,- ,- ,- ,- ,- ,   1 ,- 
,,Administração pública,   9 ,   1 ,- ,- ,- ,- ,- ,   1 ,- ,- ,- 
,,Educação,   3 ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Saúde e acção social,   3 ,   1 ,- ,- ,- ,- ,- ,- ,- ,- ,   1 
,,Outras,   112 ,   12 ,- ,- ,- ,- ,   1 ,   9 ,- ,- ,   2 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,,
