"Forma de exploração da SAU, e contabilidade agrícola",,,,,,,,,,,,,,
,,Maia,323,"1,033",141,589,49,152,109,913,52,269,246,594
,,Matosinhos,175,557,159,632,28,37,93,639,12,66,189,523
,,Póvoa de Varzim,"1,137","1,743",625,"1,349",214,295,395,"2,198",26,119,895,"1,069"
,,Valongo,249,555,51,131,59,90,45,301,6,39,258,439
,,Vila do Conde,691,"3,340",467,"2,400",130,301,500,"5,004",59,268,317,767
,,Vila Nova de Gaia,481,839,133,334,84,162,44,207,26,85,520,"1,039"
,Tâmega,,"15,818","39,690","3,313","7,381","5,996","9,488",836,"7,457",528,"4,225","19,164","44,892"
,,Amarante,"1,680","3,901",308,741,713,"1,149",115,919,49,617,"2,048","4,256"
,,Baião,"1,558","2,943",211,342,488,646,53,442,63,326,"1,795","3,166"
,,Cabeceiras de Basto,"1,029","4,632",42,178,299,"1,085",37,627,34,822,"1,195","4,447"
,,Castelo de Paiva,539,748,146,238,144,211,21,93,11,59,720,"1,047"
,,Celorico de Basto,"1,349","2,520",180,409,534,721,37,386,41,262,"1,707","3,002"
,,Cinfães,"1,273","3,024",155,269,697,"1,454",27,144,12,51,"1,736","4,551"
,,Felgueiras,"1,115","2,209",315,859,400,619,103,845,39,183,"1,327","2,661"
,,Lousada,680,"1,435",308,"1,049",324,363,73,865,61,230,821,"1,757"
,,Marco de Canaveses,"1,252","2,620",418,782,632,770,85,669,38,221,"1,662","3,280"
,,Mondim de Basto,757,"5,131",35,48,164,212,9,134,13,83,777,"5,173"
,,Paços de Ferreira,473,844,191,414,116,110,42,335,14,72,553,959
,,Paredes,927,"1,589",340,656,290,233,87,411,57,250,"1,041","1,820"
,,Penafiel,"1,390","2,397",534,862,700,658,93,797,48,191,"1,765","2,935"
,,Resende,981,"3,226",55,154,367,892,28,348,27,684,"1,182","3,240"
,,Ribeira de Pena,815,"2,471",75,380,128,365,26,442,21,174,835,"2,598"
,Entre Douro e Vouga,,"4,450","6,208",744,"1,081","1,320","2,000",307,"1,447",104,531,"4,684","7,317"
,,Arouca,"1,326","2,526",170,277,549,"1,224",96,488,26,213,"1,566","3,324"
,,Oliveira de Azeméis,970,"1,085",336,498,354,372,145,746,40,135,891,"1,073"
,,Santa Maria da Feira,856,"1,182",149,225,221,297,25,141,21,131,935,"1,438"
,,São João da Madeira,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Vale de Cambra,"1,298","1,415",89,81,196,107,41,72,17,52,"1,292","1,482"
"Fonte:  INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,,,,
