Actividade remunerada exterior à exploração da população agrícola familiar (Ilha do Corvo),,,,,,,,
,"Prod. e distribuição de  electricidade, gás e água",- ,- ,- ,- ,- ,- ,- 
,Construção,   4 ,   4 ,- ,   8 ,   7 ,   1 ,- 
,Comércio por grosso e retalho,   3 ,   4 ,- ,   3 ,   2 ,   1 ,- 
,Alojamento e restauração,- ,- ,- ,   1 ,- ,   1 ,- 
,Administração pública,- ,- ,- ,   1 ,   1 ,- ,- 
,Educação,- ,- ,- ,- ,- ,- ,- 
,Saúde e acção social,- ,- ,- ,- ,- ,- ,- 
,Outras,   2 ,   6 ,- ,   27 ,   23 ,   4 ,- 
Produtor Singular,,  1 084 ,   554 ,  1 262 ,   604 ,   303 ,   301 ,   64 
,Actividade exterior - principal,   445 ,   168 ,   473 ,   165 ,   90 ,   75 ,   13 
,"Agric, prod. animal, caça e activ. seviços relacionados",   39 ,   5 ,   21 ,   12 ,   11 ,   1 ,- 
,"Sivicult, exploraç. florestal e activ. seviços relacionados",   25 ,   6 ,   4 ,   3 ,   1 ,   2 ,- 
,"Pesca, aquacultura e activ. seviços relacionados",   42 ,   3 ,   8 ,   9 ,   6 ,   3 ,   1 
,Ind. alimentares das bebidas e do tabaco,- ,- ,   4 ,   1 ,   1 ,- ,- 
,Outras indústrias,   32 ,   5 ,   34 ,   3 ,   1 ,   2 ,- 
,"Prod. e distribuição de  electricidade, gás e água",   7 ,   5 ,   10 ,   4 ,- ,   4 ,- 
,Construção,   58 ,   35 ,   66 ,   32 ,   10 ,   22 ,   1 
,Comércio por grosso e retalho,   48 ,   12 ,   77 ,   14 ,   7 ,   7 ,   2 
,Alojamento e restauração,   5 ,   1 ,   3 ,   6 ,   2 ,   4 ,- 
,Administração pública,   116 ,   38 ,   137 ,   41 ,   32 ,   9 ,   1 
,Educação,   11 ,   9 ,   2 ,   5 ,   1 ,   4 ,- 
,Saúde e acção social,   3 ,   4 ,   9 ,   5 ,   2 ,   3 ,- 
,Outras,   59 ,   45 ,   98 ,   30 ,   16 ,   14 ,   8 
,Actividade exterior - secundária,   28 ,   20 ,- ,   35 ,   27 ,   8 ,- 
,"Agric, prod. animal, caça e activ. seviços relacionados",   21 ,   5 ,- ,   1 ,- ,   1 ,- 
,"Sivicult, exploraç. florestal e activ. seviços relacionados",- ,   2 ,- ,- ,- ,- ,- 
,"Pesca, aquacultura e activ. seviços relacionados",- ,- ,- ,   3 ,   2 ,   1 ,- 
,Ind. alimentares das bebidas e do tabaco,- ,- ,- ,- ,- ,- ,- 
,Outras indústrias,- ,   2 ,- ,- ,- ,- ,- 
,"Prod. e distribuição de  electricidade, gás e água",- ,- ,- ,- ,- ,- ,- 
,Construção,   4 ,   4 ,- ,   4 ,   3 ,   1 ,- 
,Comércio por grosso e retalho,   2 ,   3 ,- ,   2 ,   1 ,   1 ,- 
,Alojamento e restauração,- ,- ,- ,   1 ,- ,   1 ,- 
,Administração pública,- ,- ,- ,   1 ,   1 ,- ,- 
,Educação,- ,- ,- ,- ,- ,- ,- 
,Saúde e acção social,- ,- ,- ,- ,- ,- ,- 
,Outras,   1 ,   4 ,- ,   23 ,   20 ,   3 ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Autónoma dos Açores",,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
