Principais características da população familiar (Homem/Mulher / Alentejo Central - Montemor-o-Novo),,,,,,,,,,,,
,,,,,,,,,,,,Pág 3/15
,,50 - < 75%,   328 ,   403 ,   248 ,  1 218 ,   52 ,   66 ,   76 ,   159 ,   137 ,   144 
,,75 - < 100%,   210 ,   246 ,   338 ,  1 042 ,   24 ,   18 ,   74 ,   39 ,   63 ,   147 
,Tempo completo,,   272 ,   301 ,   247 ,  2 395 ,   350 ,   166 ,   104 ,   327 ,   456 ,   255 
Actividades remuneradas exterior à exploração,,,,,,,,,,,,
,Principal,,   805 ,  1 626 ,  1 136 ,  7 701 ,   525 ,   325 ,   510 ,   867 ,  1 101 ,   651 
,,Sector primário,   55 ,   444 ,   102 ,  1 554 ,   129 ,   60 ,   78 ,   199 ,   183 ,   124 
,,Sector secundário,   220 ,   482 ,   359 ,  1 814 ,   165 ,   48 ,   161 ,   186 ,   243 ,   152 
,,Sector terciário,   530 ,   700 ,   675 ,  4 333 ,   231 ,   217 ,   271 ,   482 ,   675 ,   375 
,Seundária,,   2 ,   14 ,   17 ,   120 ,- ,   10 ,   9 ,   10 ,   15 ,   7 
,,Sector primário,   1 ,   7 ,   11 ,   54 ,- ,   1 ,   2 ,   5 ,   5 ,   4 
,,Sector secundário,- ,   2 ,   2 ,   17 ,- ,   2 ,   3 ,   1 ,   2 ,   1 
,,Sector terciário,   1 ,   5 ,   4 ,   49 ,- ,   7 ,   4 ,   4 ,   8 ,   2 
Situação na profissão exterior à exploração,,,,,,,,,,,,
,Patrão/empregador,,   66 ,   90 ,   93 ,   863 ,   32 ,   27 ,   85 ,   114 ,   146 ,   83 
,Trabalhador por conta própria,,   137 ,   280 ,   104 ,  1 249 ,   84 ,   84 ,   67 ,   144 ,   167 ,   85 
,Trabalhador por conta de outrem,,   593 ,  1 246 ,   945 ,  5 579 ,   406 ,   205 ,   354 ,   611 ,   786 ,   479 
,Trabalhador familiar remunerado,,   10 ,   12 ,   10 ,   88 ,- ,   19 ,   13 ,   6 ,   10 ,   10 
,Outra situação,,   1 ,   12 ,   1 ,   42 ,   3 ,- ,- ,   2 ,   7 ,   1 
Dirigente na população familiar,,,  1 385 ,  1 992 ,  1 611 ,  8 622 ,   877 ,   363 ,   496 ,  1 059 ,  1 062 ,   746 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Alentejo",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
