Origem do rendimento do agregado doméstico do produtor singular (Ilha do Corvo),,,,,,,,
,3ª opção,   1 ,   2 ,- ,- ,- ,- ,- 
Remessas de emigrantes,,   5 ,- ,- ,   1 ,   1 ,- ,- 
,1ª opção,   3 ,- ,- ,   1 ,   1 ,- ,- 
,2ª opção,   2 ,- ,- ,- ,- ,- ,- 
,3ª opção,- ,- ,- ,- ,- ,- ,- 
Outras,,   1 ,- ,   1 ,   24 ,   20 ,   4 ,- 
,1ª opção,- ,- ,   1 ,   15 ,   13 ,   2 ,- 
,2ª opção,- ,- ,- ,   9 ,   7 ,   2 ,- 
,3ª opção,   1 ,- ,- ,- ,- ,- ,- 
Principalmente origem exterior à actividade da exploração,,   877 ,   429 ,   931 ,   430 ,   218 ,   212 ,   47 
Salários do sector primário,,   128 ,   16 ,   31 ,   50 ,   37 ,   13 ,   2 
,1ª opção,   96 ,   13 ,   25 ,   46 ,   34 ,   12 ,   2 
,2ª opção,   26 ,   2 ,   6 ,   3 ,   2 ,   1 ,- 
,3ª opção,   6 ,   1 ,- ,   1 ,   1 ,- ,- 
Salários do sector secúndário,,   152 ,   78 ,   222 ,   94 ,   29 ,   65 ,   2 
,1ª opção,   109 ,   68 ,   181 ,   76 ,   23 ,   53 ,   1 
,2ª opção,   41 ,   10 ,   38 ,   15 ,   6 ,   9 ,   1 
,3ª opção,   2 ,- ,   3 ,   3 ,- ,   3 ,- 
Salários do sector terciário,,   378 ,   183 ,   535 ,   186 ,   106 ,   80 ,   31 
,1ª opção,   277 ,   143 ,   400 ,   141 ,   87 ,   54 ,   28 
,2ª opção,   94 ,   40 ,   132 ,   44 ,   19 ,   25 ,   3 
,3ª opção,   7 ,- ,   3 ,   1 ,- ,   1 ,- 
Actividade empresarial,,   48 ,   14 ,   14 ,   3 ,   2 ,   1 ,- 
,1ª opção,   39 ,   7 ,   12 ,   1 ,- ,   1 ,- 
,2ª opção,   9 ,   5 ,   2 ,   2 ,   2 ,- ,- 
,3ª opção,- ,   2 ,- ,- ,- ,- ,- 
Pensões rurais/reformas,,   527 ,   298 ,   476 ,   244 ,   125 ,   119 ,   32 
,1ª opção,   342 ,   192 ,   309 ,   160 ,   72 ,   88 ,   16 
,2ª opção,   152 ,   89 ,   146 ,   70 ,   47 ,   23 ,   15 
,3ª opção,   33 ,   17 ,   21 ,   14 ,   6 ,   8 ,   1 
Juros e dividendos,,   67 ,   35 ,   2 ,   28 ,   28 ,- ,- 
,1ª opção,   5 ,   4 ,   1 ,- ,- ,- ,- 
,2ª opção,   53 ,   26 ,   1 ,   25 ,   25 ,- ,- 
,3ª opção,   9 ,   5 ,- ,   3 ,   3 ,- ,- 
Remessas de emigrantes,,   14 ,   2 ,   1 ,   1 ,   1 ,- ,- 
,1ª opção,   5 ,   1 ,- ,- ,- ,- ,- 
,2ª opção,   8 ,   1 ,   1 ,   1 ,   1 ,- ,- 
,3ª opção,   1 ,- ,- ,- ,- ,- ,- 
Outras,,   12 ,   4 ,   5 ,   30 ,   22 ,   8 ,   1 
,1ª opção,   4 ,   1 ,   3 ,   6 ,   2 ,   4 ,- 
,2ª opção,   5 ,   2 ,   1 ,   20 ,   16 ,   4 ,- 
,3ª opção,   3 ,   1 ,   1 ,   4 ,   4 ,- ,   1 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Autónoma dos Açores",,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
