Origem do rendimento do agregado doméstico do produtor singular (Ilha do Pico - Lajes do Pico),,,,,,,,,,
,1ª opção,   1 ,   1 ,- ,- ,   4 ,   4 ,- ,   3 ,- 
,2ª opção,   1 ,   1 ,- ,- ,   2 ,   2 ,- ,   2 ,- 
,3ª opção,- ,- ,- ,- ,- ,- ,- ,- ,- 
Outras,,   25 ,   12 ,   13 ,   3 ,   51 ,   46 ,   5 ,   8 ,   7 
,1ª opção,   19 ,   10 ,   9 ,   2 ,   31 ,   26 ,   5 ,   3 ,   3 
,2ª opção,   6 ,   2 ,   4 ,   1 ,   19 ,   19 ,- ,   2 ,   2 
,3ª opção,- ,- ,- ,- ,   1 ,   1 ,- ,   3 ,   2 
Principalmente origem exterior à actividade da exploração,,  3 390 ,  1 915 ,  1 475 ,   809 ,   814 ,   380 ,   434 ,  2 035 ,   729 
Salários do sector primário,,   217 ,   147 ,   70 ,   89 ,   103 ,   50 ,   53 ,   216 ,   72 
,1ª opção,   135 ,   88 ,   47 ,   76 ,   63 ,   30 ,   33 ,   171 ,   62 
,2ª opção,   68 ,   51 ,   17 ,   12 ,   33 ,   18 ,   15 ,   36 ,   8 
,3ª opção,   14 ,   8 ,   6 ,   1 ,   7 ,   2 ,   5 ,   9 ,   2 
Salários do sector secúndário,,   574 ,   310 ,   264 ,   159 ,   142 ,   66 ,   76 ,   384 ,   154 
,1ª opção,   417 ,   230 ,   187 ,   145 ,   95 ,   53 ,   42 ,   304 ,   127 
,2ª opção,   142 ,   71 ,   71 ,   14 ,   44 ,   13 ,   31 ,   74 ,   23 
,3ª opção,   15 ,   9 ,   6 ,- ,   3 ,- ,   3 ,   6 ,   4 
Salários do sector terciário,,  2 013 ,  1 161 ,   852 ,   269 ,   357 ,   168 ,   189 ,   902 ,   341 
,1ª opção,  1 632 ,   933 ,   699 ,   216 ,   268 ,   121 ,   147 ,   692 ,   272 
,2ª opção,   358 ,   211 ,   147 ,   53 ,   82 ,   43 ,   39 ,   202 ,   68 
,3ª opção,   23 ,   17 ,   6 ,- ,   7 ,   4 ,   3 ,   8 ,   1 
Actividade empresarial,,   105 ,   57 ,   48 ,   2 ,   11 ,   3 ,   8 ,   91 ,   29 
,1ª opção,   77 ,   42 ,   35 ,   2 ,   10 ,   3 ,   7 ,   63 ,   17 
,2ª opção,   27 ,   14 ,   13 ,- ,   1 ,- ,   1 ,   26 ,   12 
,3ª opção,   1 ,   1 ,- ,- ,- ,- ,- ,   2 ,- 
Pensões rurais/reformas,,  1 595 ,   903 ,   692 ,   427 ,   436 ,   185 ,   251 ,  1 234 ,   409 
,1ª opção,  1 063 ,   582 ,   481 ,   361 ,   339 ,   146 ,   193 ,   765 ,   231 
,2ª opção,   483 ,   296 ,   187 ,   57 ,   83 ,   32 ,   51 ,   399 ,   158 
,3ª opção,   49 ,   25 ,   24 ,   9 ,   14 ,   7 ,   7 ,   70 ,   20 
Juros e dividendos,,   188 ,   53 ,   135 ,   27 ,   42 ,   38 ,   4 ,   168 ,   66 
,1ª opção,   22 ,   15 ,   7 ,   6 ,   19 ,   18 ,   1 ,   20 ,   11 
,2ª opção,   139 ,   36 ,   103 ,   20 ,   22 ,   20 ,   2 ,   115 ,   36 
,3ª opção,   27 ,   2 ,   25 ,   1 ,   1 ,- ,   1 ,   33 ,   19 
Remessas de emigrantes,,   10 ,   8 ,   2 ,- ,   19 ,   17 ,   2 ,   31 ,   15 
,1ª opção,   2 ,   1 ,   1 ,- ,   2 ,   1 ,   1 ,   8 ,   2 
,2ª opção,   5 ,   4 ,   1 ,- ,   11 ,   10 ,   1 ,   21 ,   12 
,3ª opção,   3 ,   3 ,- ,- ,   6 ,   6 ,- ,   2 ,   1 
Outras,,   129 ,   38 ,   91 ,   18 ,   78 ,   54 ,   24 ,   34 ,   18 
,1ª opção,   42 ,   24 ,   18 ,   3 ,   18 ,   8 ,   10 ,   12 ,   7 
,2ª opção,   70 ,   10 ,   60 ,   15 ,   47 ,   34 ,   13 ,   12 ,   5 
,3ª opção,   17 ,   4 ,   13 ,- ,   13 ,   12 ,   1 ,   10 ,   6 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Autónoma dos Açores",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
