Origem do rendimento do agregado doméstico do produtor singular (Ilha de São Miguel - Vila Franca do Campo),,,,,,,,,,
,2ª opção,   7 ,- ,   2 ,- ,- ,   2 ,- ,- ,- 
,3ª opção,   1 ,   1 ,- ,- ,- ,- ,- ,- ,- 
Outras,,   152 ,   2 ,   38 ,   1 ,   17 ,   5 ,   3 ,   10 ,   2 
,1ª opção,   93 ,   2 ,   20 ,- ,   10 ,   4 ,- ,   4 ,   2 
,2ª opção,   54 ,- ,   17 ,   1 ,   7 ,   1 ,   3 ,   5 ,- 
,3ª opção,   5 ,- ,   1 ,- ,- ,- ,- ,   1 ,- 
Principalmente origem exterior à actividade da exploração,,  13 977 ,   481 ,  5 040 ,   399 ,   398 ,  2 091 ,   478 ,  1 141 ,   533 
Salários do sector primário,,  1 396 ,   36 ,   652 ,   56 ,   47 ,   217 ,   61 ,   144 ,   127 
,1ª opção,   965 ,   24 ,   423 ,   38 ,   38 ,   130 ,   38 ,   95 ,   84 
,2ª opção,   347 ,   9 ,   180 ,   14 ,   4 ,   70 ,   20 ,   39 ,   33 
,3ª opção,   84 ,   3 ,   49 ,   4 ,   5 ,   17 ,   3 ,   10 ,   10 
Salários do sector secúndário,,  2 835 ,   101 ,  1 157 ,   89 ,   63 ,   469 ,   116 ,   274 ,   146 
,1ª opção,  2 036 ,   64 ,   753 ,   60 ,   31 ,   306 ,   71 ,   178 ,   107 
,2ª opção,   727 ,   37 ,   362 ,   26 ,   27 ,   145 ,   41 ,   88 ,   35 
,3ª opção,   72 ,- ,   42 ,   3 ,   5 ,   18 ,   4 ,   8 ,   4 
Salários do sector terciário,,  7 033 ,   284 ,  2 456 ,   208 ,   196 ,  1 150 ,   185 ,   525 ,   192 
,1ª opção,  5 439 ,   253 ,  1 809 ,   126 ,   149 ,   899 ,   146 ,   364 ,   125 
,2ª opção,  1 515 ,   31 ,   610 ,   78 ,   45 ,   240 ,   36 ,   150 ,   61 
,3ª opção,   79 ,- ,   37 ,   4 ,   2 ,   11 ,   3 ,   11 ,   6 
Actividade empresarial,,   831 ,   3 ,   602 ,   67 ,   20 ,   209 ,   16 ,   222 ,   68 
,1ª opção,   697 ,   3 ,   529 ,   60 ,   15 ,   181 ,   14 ,   201 ,   58 
,2ª opção,   118 ,- ,   60 ,   6 ,   5 ,   24 ,   2 ,   13 ,   10 
,3ª opção,   16 ,- ,   13 ,   1 ,- ,   4 ,- ,   8 ,- 
Pensões rurais/reformas,,  7 164 ,   159 ,  2 561 ,   198 ,   183 ,  1 080 ,   257 ,   552 ,   291 
,1ª opção,  4 537 ,   126 ,  1 398 ,   108 ,   146 ,   535 ,   177 ,   278 ,   154 
,2ª opção,  2 226 ,   32 ,   941 ,   69 ,   30 ,   448 ,   67 ,   211 ,   116 
,3ª opção,   401 ,   1 ,   222 ,   21 ,   7 ,   97 ,   13 ,   63 ,   21 
Juros e dividendos,,   687 ,   4 ,   228 ,   11 ,   5 ,   126 ,   28 ,   50 ,   8 
,1ª opção,   119 ,   2 ,   49 ,   3 ,   1 ,   28 ,   3 ,   13 ,   1 
,2ª opção,   473 ,   2 ,   149 ,   8 ,   3 ,   82 ,   25 ,   27 ,   4 
,3ª opção,   95 ,- ,   30 ,- ,   1 ,   16 ,- ,   10 ,   3 
Remessas de emigrantes,,   85 ,   1 ,   22 ,- ,   1 ,   16 ,   3 ,   1 ,   1 
,1ª opção,   18 ,   1 ,   5 ,- ,- ,   3 ,   1 ,   1 ,- 
,2ª opção,   53 ,- ,   14 ,- ,- ,   13 ,   1 ,- ,- 
,3ª opção,   14 ,- ,   3 ,- ,   1 ,- ,   1 ,- ,   1 
Outras,,   489 ,   14 ,   180 ,   6 ,   49 ,   29 ,   41 ,   43 ,   12 
,1ª opção,   166 ,   8 ,   74 ,   4 ,   18 ,   9 ,   28 ,   11 ,   4 
,2ª opção,   254 ,   4 ,   85 ,   1 ,   25 ,   17 ,   9 ,   26 ,   7 
,3ª opção,   69 ,   2 ,   21 ,   1 ,   6 ,   3 ,   4 ,   6 ,   1 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Autónoma dos Açores",,,,,,,,,,
